FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay
Broward Main Jail,26.11592,-80.14253,236,Florida,Ft. Lauderdale,DNS,,,,,dns,9999,False,False,False,False,False,False,False
Conte,46.224582,7.311152,237,Florida,Ft. Lauderdale,"Write: ""c/o Chaplain Rick Braswell"" in the return address.",,,,,"write: ""c/o chaplain rick braswell"" in the return address.",9999,False,False,False,False,False,False,False
House of Hope,41.687908,-87.603802,238,Florida,Ft. Lauderdale,,,,,,,9999,False,False,False,False,False,False,False
Lucie County Jail,27.45321,-80.4099,240,Florida,Fort Pierce,,,,,,,9999,False,False,False,False,False,False,False
Gainesville Work Camp,29.309369,-82.197613,241,Florida,Gainesville,,,,,,,9999,True,False,False,False,False,False,False
Graceville,39.809,-75.54881,242,Florida,Graceville,,No Violence,"No composition books, 10 sheets of blank paper is okay in lieu of composition book",,,,4,False,False,False,False,False,False,False
Hawkinsville,41.7607,-122.62197,244,Florida,Hawkinsville,,,,,,,9999,False,False,False,False,False,True,False
Holly Hill,29.245432,-81.045946,245,Florida,Holly Hill,,,,,,,9999,False,False,False,False,False,False,False
Henry Correctional ,39.917156,-85.38568,246,Florida,Immokalee,,,,,,,9999,False,False,False,False,False,False,False
Martin Correctional ,18.082858,-63.059398,247,Florida,Indiantown,,,No Sex,no plastic pouches in book,,,9999,False,False,False,False,False,False,False
HCI,47.027952,3.143881,248,Florida,Interlachen,,,,,,,9999,False,False,False,False,False,False,False
Duval County Jail,27.76266,-98.2354,249,Florida,Jacksonville,,,,,,,0,False,False,False,False,False,False,False
Hamilton Correctional (and Annex),43.25011,-79.84963,250,Florida,Jasper,,,,,,,9999,False,False,False,False,False,False,True
Berrydale Forestry Camp,41.026781,-75.713664,251,Florida,Jay,,,,,,,9999,False,False,False,False,False,False,False
Osceola County Jail,28.086448,-81.109656,252,Florida,Kissimmee,,,,,,,0,False,False,False,False,False,False,False
Reception & Medical Center (RMC),51.395185,3.488254,253,Florida,Lake Butler,,"Composition Books NOT Allowed,","No blank paper, cards or envelopes",,,,4,False,False,False,False,False,False,False
Bridges of America Work Camp,47.976094,-121.88703,254,Florida,Lake City,,,,,,,9999,False,False,False,False,False,False,False
Columbia Correctional ,54.790277,-124.557003,255,Florida,Lake City,,No Legal Primer-1,,,,,9999,False,False,False,False,False,False,False
Pasco County Detention Ctr,28.267081,-82.671084,257,Florida,Land O Lakes,,,,,,,9999,False,False,False,False,False,False,False
Lawtey C.I.,7.568978,-5.495164,258,Florida,Lawtey,,,,,,,9999,False,False,False,False,False,False,False
Suwannee Work Camp,40.027755,-90.961768,259,Florida,Live Oak ,,,,,,,9999,False,False,False,False,False,False,False
Loxahatchee Road Prison,8.474695,-13.23597,260,Florida,West Palm Beach,,,No Sex,,,,9999,False,False,False,False,False,False,False
Marion Correctional ,40.600551,-83.131197,261,Florida,Lowell,,,,,,,9999,False,False,False,False,False,False,False
Madison Correctional ,43.081309,-89.395609,262,Florida,Madison,,,,,,,9999,True,False,False,False,False,False,False
Jackson Correctional ,32.29876,-90.18481,263,Florida,Malone,,,,,,,9999,True,False,False,False,False,False,False
Federal Prison Camp,42.880134,-97.390222,264,Florida,Marianna,,,,,,,9999,False,False,False,False,False,False,False
Mayo Correctional ,39.281077,-94.644342,265,Florida,Mayo,     ,,No Sex,,,     ,9999,True,False,False,False,False,False,False
FDC Miami / FCI,41.145987,1.104336,267,Florida,Miami,,,,,,,9999,False,False,False,False,False,False,False
South Florida PDC/RC,-12.819233,-50.657067,268,Florida,Miami,,,,,,,9999,False,False,False,True,False,False,False
Blackwater River CF,-23.579705,148.888552,270,Florida,Milton,,,No Learn How To Draw Books,No Coloring Books,,,4,False,False,False,False,False,False,False
Santa Rosa Correctional (SRCI),14.163004,-90.362039,271,Florida,Milton,Verify exact commited name,,,No photocopies,,verify exact commited name,9999,True,False,False,False,False,False,False
Monroe County Detention ,24.577053,-81.752114,272,Florida,Monroe,,,,,  ,,9999,False,False,False,False,False,False,False
Jefferson Correctional ,38.571057,-92.241927,273,Florida,Monticello,,,,,,,9999,True,False,False,False,False,False,False
Moore Haven Correctional ,26.833493,-81.097631,274,Florida,Moore Haven,,,,,,,9999,False,False,False,False,False,False,False
Naples Jail Center,40.862838,14.237375,275,Florida,Naples,,,,,,,9999,True,False,False,False,False,False,False
Florida Women's Reception Center,29.30997,-82.18702,276,Florida,Ocala,,,,,,,9999,True,False,False,False,False,False,True
Lowell Women's Correctional (LCI),32.19709,-110.828987,277,Florida,Ocala,,,No Maps,No Coloring Books,,,9999,True,False,False,False,False,False,False
"Marion Work Camp, Marion Correctional",29.304515,-82.188845,278,Florida,Ocala,"Use PO Box 158, Lowell, FL 32663-0158",,,,,"use po box 158, lowell, fl 32663-0158",9999,True,False,False,False,False,False,False
"Marion County Jail, marion County Sheriff's office",34.17175,-79.400783,279,Florida,Ocala,DNS,,,,,dns,9999,False,False,False,False,False,False,False
Okeechobee Correctional ,27.242799,-80.830148,280,Florida,Okeechobee,"No composition books, ok to send 10 sheets of blank paper in lieu of composition book",,"No How to books (drawing, elec, business, computer, etc.)",No Sex,,"no composition books, ok to send 10 sheets of blank paper in lieu of composition book",9999,False,False,False,False,False,False,True
Central Florida (CFRC),-18.122547,-63.958971,281,Florida,Orlando,"No composition books, ok to send 10 sheets of blank paper in lieu of composition book",,"No Composition Books, added 1-13-22 mike","No how to draw books, from property 8-23-21 mike",,"no composition books, ok to send 10 sheets of blank paper in lieu of composition book",9999,True,False,False,False,False,False,False
Orange County Jail,33.748883,-117.878655,282,Florida,Orlando,,,Must show cell number from database,"Send to PO Box 4970, Orlando, FL 32802-4970",,,9999,True,False,False,False,False,False,False
Bay Correctional ,30.26464,-85.505905,284,Florida,Panama City,,,,,,,9999,False,False,False,False,False,False,False
Taylor Correctional ,42.22628,-83.268812,286,Florida,Perry,,"No sex, No violence",Nothing inflammatory,No instructions for building weapons,,,9999,False,False,True,False,False,False,False
Taylor Correctional Annex,30.0415,-83.7111,287,Florida,Perry,,"No sex, No violence",Nothing inflammatory,No instructions for building weapons,,,9999,False,False,True,False,False,False,False
Monroe Correctional ,40.30461,-74.435593,288,Florida,Plantation,,,,,,,9999,True,False,False,False,False,False,False
Demilly Correctional ,50.751511,3.120521,289,Florida,Polk City,,,,,,,9999,True,False,False,False,False,False,False
Polk CI & Work Camp,37.797695,-122.422273,290,Florida,Polk City,10800 Evans Rd.,,,,,10800 evans rd.,9999,False,True,False,False,False,False,True
Charlotte Correctional ,35.19534,-80.81711,291,Florida,Punta Gorda,,,,No Sex,No Violence,,9999,True,False,False,False,False,False,False
Gadsden Correctional (women's),30.55529,-84.619685,292,Florida,Quincy ,,,No Composition Books,No Coloring Books,No Computer Books,,9999,True,False,False,False,False,False,False
Quincy Annex,10.144565,77.127757,293,Florida,Quincy ,,,No Composition Books,,,,9999,True,False,False,False,False,False,False
Florida State Prison,30.062297,-82.18166,294,Florida,Raiford,    Use PO Box 800,,,no gang or black power ,,    use po box 800,9999,True,False,False,False,False,False,False
New River Correctional ,33.911883,-112.103779,295,Florida,Raiford,"USE: PO BOX 900, Zip 32083",,Composition Books Not Permitted,,,"use: po box 900, zip 32083",9999,False,False,False,False,True,False,False
Union Correctional ,21,96,296,Florida,Raiford,USE: PO BOX 1000 & Zip Code 32083,,No Sex,,,use: po box 1000 & zip code 32083,9999,True,False,False,False,False,False,False
Hillsborough Correctional ,40.4776,-74.62682,297,Florida,Riverview,,,,,,,9999,True,False,False,False,False,False,False
St John County Detention Center,38.3029,-76.62773,298,Florida,St Augustine,,,,,,,9999,True,False,False,False,False,False,False
Baker Correctional ,30.58824,-91.16816,299,Florida,Sanderson,,,Max 1 composition book-1,Update 12-2-21-max 1 composition book-mike,,,9999,False,False,False,False,False,False,True
Smyrna,38.41273,27.13838,300,Florida,Smyrna,,,,,,,9999,True,False,False,False,False,False,False
Apalachee Correctional ,30.44054,-84.203399,301,Florida,Sneads,,,NO Foreign Language except Spanish,,,,9999,False,False,False,False,True,False,False
South Bay Correctional ,26.6577,-80.7188,302,Florida,South Bay,,,,,,,4,False,False,True,False,False,False,False
Starke,29.94726,-82.107622,303,Florida,Starke,,,,,,,9999,False,False,False,False,False,True,False
Wilcox State Prison,31.985236,-83.30064,304,Georgia,Abbeville,,,,,,,9999,False,False,False,True,False,False,False
Dougherty County Jail,31.579702,-84.152477,306,Georgia,Albany,,,,,,,0,False,False,False,False,False,False,False
Arrendale State Prison,34.45069,-83.59502,307,Georgia,Alto,,,,,,,0,False,False,False,False,False,False,False
Sumter County CI,7.568978,-5.495164,308,Georgia,Americus,,,,,,,9999,True,False,False,False,False,False,False
Fulton County Jail,33.778356,-84.423503,309,Georgia,Atlanta,,,,,,,0,False,False,False,False,False,False,False
RRM Atlanta (fed),-18.290908,35.934604,310,Georgia,Atlanta,,,,,,,0,False,False,False,False,False,False,False
"US Penitentiary / Federal Prison Camp, 
P/O. Box 150160",35.830729,-77.096909,311,Georgia,Atlanta,,,,,,,9999,True,True,False,False,False,False,False
Charles Webster Detention Ctr,38.523794,-76.984987,312,Georgia,Augusta,,"no computer generated papers, books, articles",,,,,9999,False,False,False,False,False,False,False
Phillips State Prison,34.0938,-83.91006,313,Georgia,Buford,,,,,,,9999,True,False,False,False,False,False,False
Dodge State Prison,32.394374,-83.167728,314,Georgia,Chester,,,,,,,9999,False,False,False,True,False,False,False
Mitchell CO CI,12.491246,-87.138386,315,Georgia,Camilla,,,,,,,9999,True,False,False,False,False,False,False
Jack T. Rutledge State Prison,32.495767,-84.86653,316,Georgia,Columbus,,no coloring books,,,,,9999,False,False,False,False,False,False,False
Washington State Prison,32.988284,-82.594612,317,Georgia,Davisboro,,,,,,,9999,False,False,False,True,False,False,False
Dekalb County Jail,33.775674,-84.244435,318,Georgia,Decatur,,,,,,,0,False,False,False,False,False,False,False
Putnam County Jail,41.005928,-84.039004,319,Georgia,Eatonton,,,,,,,0,False,False,False,False,False,False,False
D. Ray James Prison,30.874232,-81.979337,320,Georgia,Folkston,,,,,,,8,True,False,False,False,False,False,False
Ice Processing Center,39.760917,-104.849339,321,Georgia,Folkston,,,,,,,9999,True,False,False,False,False,False,False
Burrus Correctional,47.752725,7.504195,322,Georgia,Forsyth,,,,,,,9999,True,False,False,False,False,False,False
Coastal Correctional,52.15001,1.41469,323,Georgia,Garden City,Prior Approval unless from Amazon ,,No Photocopies,,,prior approval unless from amazon ,9999,True,False,False,False,False,False,False
Smith State Prison Glenville,31.973066,-81.915752,324,Georgia,Glennville,,"mark package ""Book Store""",,,,,9999,False,False,False,False,False,True,False
Spalding Co. CI,12.491246,-87.138386,325,Georgia,Griffin,,,,,,,9999,True,False,False,False,False,False,False
Augusta State Medical Prison,33.433639,-82.189092,326,Georgia,Grovetown,,,,,,,9999,True,False,False,False,False,True,False
Harris County Prison,32.76439,-84.86408,327,Georgia,Hamilton,,,,,,,0,False,False,False,False,False,False,False
Baldwin,38.597702,-90.544367,328,Georgia,Hardwick,,,,"No sex, no violence, no murder",,,3,True,True,False,False,False,False,False
Whitworth Women's Facility,53.65601,-2.1771,329,Georgia,Hartwell,"Prior approval, if letter does not state mail room approval has been granted to receive a book the letter is DNS",,,No GED's,"No Sex, No Violence","prior approval, if letter does not state mail room approval has been granted to receive a book the letter is dns",9999,False,False,False,False,True,True,True
Pulaski,37.050424,-80.765033,330,Georgia,Hawkinsville,,,,,,,9999,False,False,False,False,False,True,False
Telfair State Prison,32.088288,-82.909206,331,Georgia,Helena,,,,,,,9999,False,False,False,True,False,False,False
GDCP,33.221282,-84.060182,332,Georgia,Jackson,,,,,,,7,False,False,False,False,False,True,False
Jefferson CCI,38.571057,-92.241927,333,Georgia,Jefferson,,,,,,,9999,True,False,False,False,False,False,False
FCI Jessup,24.047019,84.072557,334,Georgia,Jesup,"White paper wrap ONLY, no plastic, no colored/manila env.",,,No Composition Books,No sharpie/marker,"white paper wrap only, no plastic, no colored/manila env.",5,True,False,False,False,False,False,False
Troup County Correctional ,33.031088,-85.028403,335,Georgia,LaGrange,,no prior approval,no books on tattoos,,"no violence, no sex",,9999,False,False,False,False,False,False,True
Gwinnett County Jail,33.982762,-83.978055,336,Georgia,Lawrenceville,,,,,,,0,False,False,False,False,False,False,False
Lee State Prison,31.76463,-84.19258,337,Georgia,Leesburg,,,,,,,0,False,False,False,False,False,False,False
Robert A. Deyton Facility,18.4,-73.48333,338,Georgia,Lovejoy,,,,,,,9999,True,False,False,False,False,False,False
Long State Prison,9.255596,29.795189,339,Georgia,Ludowici,,,,,,,9999,True,False,False,False,False,False,False
Bibb County Jail,32.829018,-83.637062,340,Georgia,Macon,,,,,,,0,False,False,False,False,False,False,False
Central State Prison,32.776984,-83.751936,341,Georgia,Macon,,,,,,,9999,True,False,False,False,False,False,False
CCADC,-25.514335,-49.243369,342,Georgia,Marietta,,,,,,,9999,True,False,False,False,False,False,False
Riverbend Corr. Facility,39.923584,-83.093734,344,Georgia,Milledgeville,,,,,,,9999,True,False,False,False,False,False,False
Calhoun State Prison,31.539721,-84.616819,345,Georgia,Morgan,,Paid Book Receipt,,,,,9999,False,False,False,False,False,True,False
Montgomery State Prison,32.161175,-82.568386,346,Georgia,Mt Vernon,,,,,,,9999,True,False,False,False,False,False,False
Coffee Correctional ,31.53135,-82.63724,347,Georgia,Nicholls,,,,,,,9999,False,False,False,False,False,False,False
Wayne State Prison,31.674355,-82.119991,348,Georgia,Odum,,,,,,,9999,False,False,False,True,False,False,False
Macon State Prison,32.259653,-84.091571,349,Georgia,Oglethorpe,,,no Large books,,,,3,False,False,False,False,False,False,False
Autry State Prison,31.189182,-84.144879,350,Georgia,Pelham,,,,,,,9999,False,False,False,True,False,False,False
Georgia State Prison,32.00436,-82.16449,351,Georgia,Pelham,,,,,,,0,False,False,False,False,False,False,False
Brooks County Jail,30.787402,-83.547509,352,Georgia,Quitman,,,,,,,0,False,False,False,False,False,False,False
Floyd County Prison,34.2198,-85.20024,353,Georgia,Rome,,,,,,,0,False,False,False,False,False,False,False
Costal TC,8.738585,76.701411,354,Georgia,Savannah,,,,,,,9999,True,False,False,False,False,False,False
Hancock State Prison,33.245893,-82.95079,355,Georgia,Sparta,,,,,,,8,False,True,False,False,False,False,False
Thomas County,43.43253,-84.11498,356,Georgia,Thomasville,,,,,,,9999,True,False,False,False,False,False,False
Hays State,30.122671,-97.872302,357,Georgia,Trion,,,,,,,0,False,False,False,False,False,False,False
Dooly State Prison,32.280936,-83.716157,358,Georgia,Unadilla,,,,,,,9999,False,False,False,True,False,False,False
Lowndes State Prison ,9.255596,29.795189,359,Georgia,Valdosta,,,,,,,0,False,False,False,False,False,False,False
"Valdosta State Prison (VSP, PO Box 5368)",37.969062,-121.665128,360,Georgia,Valdosta,"DO NOT USE PO BOX 310, Use PO BOX 5368",,,No Violence,,"do not use po box 310, use po box 5368",5,True,False,False,False,False,False,False
Ware State Prison,31.257013,-82.393677,361,Georgia,Waycross,,,,,,,4,False,False,False,False,False,False,False
Johnson State Prison,32.743456,-82.702589,362,Georgia,Wrightsville,,,,,,,9999,True,False,False,False,False,False,False
Halawa Correctional ,21.381902,-157.914162,363,Hawaii,Aiea,Books Not Allowed,,,,,books not allowed,9999,False,False,False,False,False,False,False
Honolulu,21.40572,-157.789396,364,Hawaii,Honolulu,,,,,,,0,False,False,False,False,False,False,False
Idah,7.10651,6.73415,365,Hawaii,Idah,,,,,,,9999,False,False,False,False,False,False,False
Idaho Correctional Center (ICC) - CCA / ICC/ Idaho State Correctional Center (ISCC),37.566652,-78.474686,366,Idaho,Boise,,,,No Sex,No Violence,,9999,True,True,False,False,False,False,False
Idaho Maximum Security (IMSI),45.859471,-115.320459,367,Idaho,Boise,,,,No Sex,No Violence,,9999,True,True,False,False,False,False,False
Idaho State Correctional (ISCI),45.859471,-115.320459,368,Idaho,Boise,"PO Box 14 (mailing) / 13500 S. Pleasant Valley Rd, Kuna, ID 83634 (physical)",,,No Sex,No Violence,"po box 14 (mailing) / 13500 s. pleasant valley rd, kuna, id 83634 (physical)",9999,True,True,False,False,False,False,False
South Idaho Correctional (SICI),-12.819233,-50.657067,370,Idaho,Boise,,,,No Sex,No Violence,,9999,True,True,False,False,False,False,False
ADA CJ,43.458474,-116.23593,371,Idaho,Boise,,,,No Sex,No Violence,,9999,True,True,False,False,False,False,False
Mini Cassia Criminal Justice Center,32.816329,-96.950672,372,Idaho,Burley,,,,,,,9999,True,False,False,False,False,False,False
North Idaho Correctional ,38.309137,-101.328273,373,Idaho,Cottonwood,,,,,,,9999,False,False,False,False,False,False,False
Adams County Jail,39.85872,-77.15774,374,Idaho,Council,,,,No Sex,No Violence,,9999,True,False,False,False,True,False,False
Idaho Correctional ,45.859471,-115.320459,377,Idaho,Orofino,,,,,,,9999,False,True,False,False,False,False,False
Pocatello Women's Correctional ,42.864995,-112.439298,378,Idaho,Pocatello,,,,,,,9999,False,False,False,False,False,False,False
St. Anthony Work Camp,44.394758,-72.027948,379,Idaho,St. Anthony,,,,,,,9999,True,False,False,False,True,False,False
Chain O'Lakes Correctional ,41.337469,-85.353101,380,Indiana,Albion,,,,,,,9999,False,False,False,True,False,False,False
Anamosa,42.111254,-91.280263,381,Indiana,Anamosa,,,,,,,9999,False,False,False,False,False,False,False
Miami Correctional ,10.96389,-74.79639,382,Indiana,Bunker Hill,,,,,,,0,False,False,False,False,False,False,False
Branchville Correctional Facility,41.261394,-73.450539,383,Indiana,Branchville,,,,,,,9999,True,False,False,False,False,False,False
Wabash Valley Correctional ,39.467881,-87.396129,384,Indiana,Carlisle,,,,,,,0,True,True,False,False,False,False,False
4th St Jail,39.270288,-77.637423,385,Indiana,Connersville,,,,,,,0,False,False,False,False,False,False,False
Atterbury & Edinburgh Correctional,40.06088,-89.92372,386,Indiana,Edinburgh,,,,,,,9999,False,False,False,True,False,False,False
Elkhart County Correction ,41.597228,-85.858811,387,Indiana,Elkhart,,,,,,,9999,True,False,False,False,False,False,False
Putnamville Correctional ,42.587793,-70.936525,388,Indiana,Greencastle,,,,,,,9999,True,False,False,False,False,False,False
Henryville Correctional ,44.672454,-95.055945,389,Indiana,Henryville,,,,,,,9999,False,False,False,True,False,False,False
Indianapolis Men's (or Women's) Work Release,39.785871,-86.143415,390,Indiana,Indianapolis,,,,,,,9999,False,False,False,True,False,False,False
Marion County Jail,39.765966,-86.153156,391,Indiana,Indianapolis,,,,,,,0,False,False,False,False,False,False,False
Indiana Women's Prison,39.80142,-86.292,392,Indiana,Indianapolis,,,,,,,9999,False,False,False,False,False,False,False
Lagrange County Jail,41.642627,-85.426487,393,Indiana,Lagrange,,,,,,,0,False,False,False,False,False,False,False
Medaryville Correctional ,41.080588,-86.890388,394,Indiana,Medaryville,,,,,,,9999,False,False,False,True,False,False,False
Indiana State Prison,41.703416,-86.917339,395,Indiana,Michigan City,,,,,,,0,False,False,False,False,False,False,False
Lakeside Correctional ,30.136823,-81.770831,396,Indiana,Michigan City,,,,,,,9999,False,False,False,True,False,False,False
New Castle Correctional ,39.962623,-85.370935,397,Indiana,New Castle,,,,,,,0,False,False,False,False,False,False,False
Pendleton Correctional / Correctional Industrial ,39.982605,-85.759773,398,Indiana,Pendleton,,VERY restrictive,,,,,0,False,False,False,False,False,False,False
Plainfield Correctional ,40.613716,-74.411909,399,Indiana,Plainfield,,,,,,,9999,True,False,False,False,False,False,False
South Bend Work Release,41.666386,-86.267592,402,Indiana,South Bend,,,,,,,9999,False,False,False,True,False,False,False
FCI (PO Box 33),24.047019,84.072557,403,Indiana,Terre Haute,,,,No Magazines,,,9999,True,False,False,False,True,False,False
US Penitentiary (PO Box 12015),48.998589,-122.265658,404,Indiana,Terre Haute,,,,No Magazines,,,9999,True,False,False,False,True,False,False
Wigo County Jail ( 2001 Cherry St),41.761841,-93.828255,405,Indiana,Terre Haute,,,,,,,0,False,False,False,False,False,False,False
Porter County Jail,41.46615,-87.05947,406,Indiana,Valparaiso,,,,,,,0,False,False,False,False,False,False,False
Daviess County Security Center,38.862455,-86.482328,407,Indiana,Washington,,,,,,,9999,True,False,False,False,False,False,False
Maximum Control ,46.987251,28.858186,408,Indiana,Westville,,,,,,,0,False,False,False,False,False,False,False
Anamosa State Penitentiary,42.111263,-91.290241,409,Iowa,Anamosa,,,,No Composition books,Updated w/Nicki in the mail room 12-2-21 mike,,9999,False,False,False,False,True,False,True
Cherokee,42.75128,-95.555309,410,Iowa,Cherokee,,No Magazines,,,,,9999,False,False,False,False,False,False,False
Clarinda Correctional ,-37.948847,145.107734,411,Iowa,Clarinda,,,,,,,9999,False,False,False,False,False,False,False
Iowa Medical & Classification Center,41.582916,-93.715409,412,Iowa,Coralville,,,,,,,9999,False,False,False,False,False,False,False
RCF,45.413575,4.399602,413,Iowa,Council Bluffs,,,,,,,9999,True,False,False,False,False,False,False
Fort Dodge Correctional ,42.484668,-94.195011,414,Iowa,FortDodge,,,,,,,9999,False,False,False,False,False,False,False
Iowa State Penitentiary,40.633832,-91.296355,415,Iowa,Fort Madison,DNS,,,,Confirm DNS 2-8-22 mike,dns,9999,False,False,False,False,False,False,False
Luster Heights,43.145426,-91.184565,416,Iowa,Harper's Ferry,,,,,,,9999,False,False,False,False,False,False,False
Iowa Correctional - Women,41.686692,-92.06551,417,Iowa,Mitchellville,,,,,,,9999,False,False,False,False,False,False,False
Mt. Pleasant Correctional ,32.904764,-79.789035,418,Iowa,Mt Pleasant,,,,,,,9999,False,False,False,False,False,False,False
Newton Correctional ,42.33704,-71.20922,419,Iowa,Newton,,,,,,,9999,False,False,False,False,True,False,False
North Central Correctional ,39.986877,-75.164898,420,Iowa,Rockwell City,,,,From block captain,DNS 6-1-21 mike,,0,False,False,False,False,False,False,False
El Dorado Correctional Facility,38.66443,-121.052009,421,Kansas,El Dorado,,,,,,,9999,False,True,False,False,False,False,True
Ellsworth,44.5868,-68.478432,422,Kansas,Ellsworth,,,,,,,0,False,False,False,False,False,False,False
Lyon County Jail,38.402928,-96.179271,423,Kansas,Emporia,,,,,,,0,False,False,False,False,False,False,False
Joint Regional Correctional Facility-(Military),39.373355,-94.944044,424,Kansas,Fort Leavenworth,"Must Verify By Phone Call, No Database",,No sex,,,"must verify by phone call, no database",4,False,False,False,False,False,False,False
US Disciplinary Barracks (USDB),39.378622,-94.937279,425,Kansas,Fort Leavenworth,"Must Verify By Phone Call, No Database",,,,,"must verify by phone call, no database",4,False,False,False,False,False,False,False
Hutchinson,40.913832,-73.829469,426,Kansas,Hutchinson ,,,,,,,0,False,False,False,False,False,False,False
Reno County Jail,38.0539,-97.93679,427,Kansas,Hutchinson ,,,,,,,0,False,False,False,False,False,False,False
MCJ,11.233948,-72.493051,428,Kansas,Independence,,,,,,,0,False,False,False,False,False,False,False
Lansing Correctional ,42.709295,-84.549973,429,Kansas,Lansing ,,,,,,,9999,False,False,False,False,False,False,False
Larned Correctional,38.226685,-99.072646,430,Kansas,Larned,,No Sex,,,,,9999,False,False,False,False,False,False,False
Leavensworth Detention ,14.905786,105.0696,431,Kansas,Leavenworth,,,,,,,9999,True,False,False,False,False,False,False
USP Leavensworth,-21.159957,-47.865917,432,Kansas,Leavenworth,,,,,,,9999,False,True,False,False,False,False,False
Linn County Jail,44.630329,-123.096739,433,Kansas,Mound City,,,,,,,0,False,False,False,False,False,False,False
NCF,45.471842,7.923365,434,Kansas,Norton,,,,,,,9999,True,False,False,False,False,False,False
Johnson Co. Jail,38.837428,-94.906818,435,Kansas,Olathe,,,,,,,9999,True,False,False,False,True,False,False
OCF,29.19339,-82.136635,436,Kansas,Oswego,,,,,,,9999,True,False,False,False,False,False,False
Saline County Jail,38.8448,-97.61398,437,Kansas,Salina,,,,,,,0,False,False,False,False,False,False,False
Hamilton County Sheriff,43.25011,-79.84963,439,Kansas,Syracuse,,,,,,,0,False,False,False,False,False,False,False
Sedgewick County Jail,45.145908,-95.013124,440,Kansas,Wichita,,,,,,,0,False,False,False,False,False,False,False
Wichita Work Release,33.985095,-98.703645,441,Kansas,Wichita,,,,,,,9999,False,False,False,False,True,False,False
Winfield Correctional ,37.23975,-96.99559,442,Kansas,Winfield,,,,,,,9999,True,False,False,False,False,False,False
FCI Ashland,24.047019,84.072557,443,Kentucky,Ashland,,,White Envelopes Only,Hand Letter Return Address,,,9999,True,False,False,False,True,False,False
Lee Adjustment Center Correctional ,37.615574,-77.33902,444,Kentucky,Beattyville,,,,,,,9999,True,False,False,False,False,False,False
NTC,28.087673,-82.768782,445,Kentucky,Burgin,Use: PO Box 479 and Zip Code 40310,,,,,use: po box 479 and zip code 40310,9999,True,False,False,False,False,False,False
Green River Correctional Complex,37.314884,-87.113018,446,Kentucky,Central City,,,,,,,9999,False,False,False,True,False,False,False
Kentucky State Prison,37.696825,-84.924095,447,Kentucky,Eddyville,,,,,,,0,False,False,False,False,False,False,False
WKCC,38.33841,-82.94378,448,Kentucky,Fredonia,,,,,,,9999,True,False,False,False,False,False,False
USP Big Sandy,-21.159957,-47.865917,449,Kentucky,Inez,,,,,,,0,False,False,False,False,False,False,False
Kentucky State Reformatory,37.696825,-84.924095,450,Kentucky,LaGrange,,,,,,,0,True,False,False,False,False,False,False
Luther Luckett Correctional Complex,38.4124,-85.42542,451,Kentucky,LaGrange,Must Call to Verify Book Picks,,,,,must call to verify book picks,9999,True,False,False,False,False,False,False
Grayson County Detention Center,37.489499,-86.270065,452,Kentucky,Leitchfield,,,No magazines,,,,9999,True,False,False,False,False,False,False
Federal Medical Center,6.48398,3.380648,453,Kentucky,Lexington,,,,,,,9999,True,False,False,False,False,False,False
Calloway County Jail,36.625056,-88.272195,454,Kentucky,Murray,,,,,,,0,False,False,False,False,False,False,False
KCIW,33.98253,-112.739622,455,Kentucky,Pewee Valley,,,,,,,9999,True,False,False,False,False,False,False
USP - McCreary,36.688456,-84.387193,456,Kentucky,Pine Knot,"Write: ""AUTHORIZED
 READING MATERIAL""
 on package.",,"White paper wrap only, no labels or stickers",,"Hand letter address and return address, blue or black ink only","write: ""authorized
 reading material""
 on package.",9999,True,False,False,False,False,False,False
DCDC,51.602415,-1.639731,457,Kentucky,Sparta,,,,,,,9999,True,False,False,False,False,False,False
LSCC,38.133896,-83.080507,458,Kentucky,Sandy Hook,,,,,,,9999,True,False,False,False,False,False,False
SSCC,-25.275375,-57.5596,460,Kentucky,Wheelwright,,,,"No Free Books, Prisoners must purchase",,,0,False,False,False,False,False,False,False
Eastern KY CC,44.7683,-85.584464,461,Kentucky,West Liberty,,,,,,,9999,True,False,False,False,True,False,False
RCC,33.916958,-117.568809,462,Louisiana,Angie,,,,,,,9999,False,False,True,False,False,False,False
LA State Prison,9.255596,29.795189,463,Louisiana,Angola," Write: ""FREE BOOKS"" on package.",,No Sex,No Maps,," write: ""free books"" on package.",9999,False,False,False,False,False,False,False
South Louisiana Correctional Facility ,39.433258,-91.070236,464,Louisiana,Basile,,,,,,,9999,True,False,False,False,False,False,False
East Baton Rouge Parish Prison,30.542141,-91.095604,465,Louisiana,Baton Rouge,,,,,,,0,False,False,False,False,False,False,False
LA Dept Correction,42.129289,-71.484233,466,Louisiana,Baton Rouge,,,,,,,9999,True,False,False,False,False,False,False
Caldwell Parish Jail,32.093251,-92.143254,467,Louisiana,Columbia,,,,,,,0,False,False,False,False,False,False,False
AVC,38.524096,-122.798061,468,Louisiana,Cottonport,,,,,,,0,False,False,False,False,False,False,False
St. Tammany Parish Jail,30.408462,-89.990962,469,Louisiana,Covington,,,,,,,0,False,False,False,False,False,False,False
River Correctional Center,37.566652,-78.474686,470,Louisiana,Ferriday,,,,,,,9999,True,False,False,False,False,False,False
